City;Customer_Flag;Revenue_Scale;Revenue;Sector;Legal_Form_Code;Employee_Scale;TYPE_ID_Coverage_GSM;TYPE_ID_Coverage_UMTS;TYPE_ID_Coverage_LTE;CNT_EMPLOYEE_OLD;CNT_EMPLOYEE;CNT_CB_DENSITY;CNT_CB_MOB_DENSITY;CNT_CB_FN_DENSITY;Mobile_potential_old;Mobile_potential
Villmar;0;;;9;16;20 - 49;291;290;292;43;44;63;62;1;2000.2910163958804;2803.381288531643
Nußloch;0;;;83;28;10 - 19;291;290;290;14;17;236;236;10;1558.1018501122794;2324.330648551534
Murg;0;100.001 - 250.000;240000;76;4;10 - 19;291;290;292;11;13;14;14;1;1161.60052174068;1675.5073399972187
Euskirchen;0;;;68;14;20 - 49;291;291;291;29;31;;;;1999.16220253548;2499.6617238504627
Düsseldorf;0;500.001 - 2.500.000;1300000;40;14;10 - 19;291;290;291;12;15;821;809;54;1803.8725604627996;2528.1017716689066
Hinte;0;;;27;16;10 - 19;;;;13;17;;;;1592.4572620594795;2049.3775358423572
Oberhausen;0;;;62;16;10 - 19;;;;10;13;;;;1705.08076265748;2140.0742092805413
Dauwelshausen;0;500.001 - 2.500.000;522000;15;4;10 - 19;;;;10;11;;;;1198.4575837762798;1732.3880059156452
Rühen;0;500.001 - 2.500.000;859207;40;4;10 - 19;291;290;290;18;21;42;41;1;2059.416706552681;2967.2569844437603
Neuhütten;0;500.001 - 2.500.000;700000;24;4;10 - 19;291;292;292;11;11;7;7;0;1281.90585803268;1779.7729492734113
Berlin;0;500.001 - 2.500.000;1800000;85;20;10 - 19;;;;11;14;;;;1553.1473399914798;1701.3358140909486
Bonn;0;;;64;13;10 - 19;291;290;291;19;21;418;414;24;1855.2575189962797;2574.8458978271856
Berlin;0;250.001 - 500.000;270000;72;4;10 - 19;291;290;291;15;17;2900;2775;303;1191.5927022587996;1356.0822829630422
Ganderkesee;0;;;77;16;20 - 49;291;291;291;28;31;68;65;5;2016.8965565386802;2600.3692303892094
Heilbronn;0;;;61;4;10 - 19;;;;14;18;;;;1604.4404771434797;2188.8230735165025
Berlin;0;;;76;14;10 - 19;291;290;291;12;16;2901;2781;295;1567.8479665247994;2094.8017143512243
Berlin;0;100.001 - 250.000;160000;82;4;10 - 19;291;291;291;16;18;3122;3002;314;1345.9979545559995;1723.4113777752746
Ratingen;0;2.500.001 - 5.000.000;2702899;62;14;10 - 19;291;291;291;18;23;703;693;45;2069.89843521948;2360.721173203099
Berlin;0;2.500.001 - 5.000.000;4000000;59;14;10 - 19;291;290;291;11;13;3132;3011;316;1603.9053996863995;2363.083675540808
Falkensee;0;;;78;4;10 - 19;291;290;291;11;11;233;227;17;2074.37797820268;2313.2259968608687
Wallersdorf;0;;;74;4;10 - 19;291;292;292;17;21;9;8;1;1763.4649803286802;2596.6612424359764
Nürnberg;0;;;43;24;20 - 49;;;;40;45;;;;1927.74112015548;2467.57520201568
Waldkraiburg;0;;;75;4;20 - 49;;;;21;21;;;;1955.40415685148;2119.9154452142047
Gießen;0;500.001 - 2.500.000;1353362;62;14;10 - 19;;;;12;15;;;;1519.54594766028;2115.6072833346025
Sonneberg;0;2.500.001 - 5.000.000;3100000;21;16;20 - 49;291;291;292;21;24;37;35;3;2016.8403785206801;2289.809104285264
Buxtehude;0;;;75;4;10 - 19;;;;10;11;;;;1527.6317560114799;1876.7504613878486
Hannover;0;500.001 - 2.500.000;1932996;41;14;20 - 49;;;;22;24;;;;1955.0658263602797;2939.3738306846785
Bischoffen;0;;;50;13;10 - 19;;;;16;19;;;;1754.2971311914798;2751.7582013552164
Hamm;0;;;76;14;10 - 19;;;;18;21;;;;1953.26742803148;2636.924328779526
Grube;0;;;49;14;20 - 49;;;;22;24;;;;1919.9016930322796;2139.4962965344375
Wiesloch;0;;;31;4;10 - 19;291;290;291;10;11;179;179;5;1546.3811555434802;2325.0906200979084
Hamburg;0;250.001 - 500.000;350000;76;4;10 - 19;291;290;290;13;16;589;458;210;1309.58334674748;1522.1958208304716
München-Flughafen;0;500.001 - 2.500.000;900000;84;14;10 - 19;291;291;291;10;13;;;;1337.9517102610798;1436.7657774198701
Kirn;0;;;43;4;10 - 19;291;291;292;14;18;21;21;0;1531.0542935518795;2258.92857476364
Sonneberg;0;;;43;30;10 - 19;291;291;292;11;16;40;38;3;1472.9949719518804;2004.388703598046
Leverkusen;0;;;72;4;10 - 19;291;290;291;11;16;367;364;9;2131.97033876268;2945.91326590761
Dresden;0;500.001 - 2.500.000;780500;66;16;10 - 19;291;290;291;13;17;501;492;40;1477.96521653148;2406.5315823941155
Gau-Algesheim;0;250.001 - 500.000;300000;76;13;10 - 19;291;291;290;13;15;106;104;5;1268.86411812828;1430.3265024874331
Grünwald;0;250.001 - 500.000;500000;59;14;10 - 19;291;290;291;14;15;758;737;53;1415.7737844527999;1620.3012348309649
Salbitz;0;;;75;4;10 - 19;;;;10;11;;;;1527.6317560114799;2313.1126464343597
Herrieden;0;;;85;13;10 - 19;;;;11;11;;;;1553.1473399914798;2141.3506281067475
Mainz;0;;;85;13;10 - 19;;;;17;22;;;;1874.70373919148;2152.497449718644
Oberderdingen;0;250.001 - 500.000;419151;24;14;10 - 19;;;;10;11;;;;1194.5559123082799;1390.434152033617
Augsburg;0;;;75;4;10 - 19;;;;15;19;;;;1585.6910776114796;1600.8917013563387
Duisburg;0;;;47;14;20 - 49;291;290;291;45;47;;;;2972.7399473998803;3417.6845147383115
Stuttgart;0;;;61;14;10 - 19;291;290;291;15;18;855;833;55;1730.7888512087993;2249.93156980051
Rheinau;0;;;72;14;20 - 49;;;;25;26;;;;2603.5007852866797;2946.119672422525
Bad Camberg;0;;;78;4;20 - 49;291;291;291;31;32;;;;2056.3195296274803;2684.3239280572398
Kaiserslautern;0;;;50;4;10 - 19;;;;11;11;;;;1546.3811555434802;1898.7957203240119
Duisburg;0;500.001 - 2.500.000;1000000;76;4;10 - 19;291;290;291;18;18;465;459;22;1823.47119439068;2088.9071220797987
Höhenkirchen-Siegertsbrunn;0;500.001 - 2.500.000;550000;55;14;10 - 19;291;290;291;17;20;308;301;15;1645.8639676642797;2012.2186298514534
Olpe;0;500.001 - 2.500.000;1900000;27;14;10 - 19;;;;10;13;;;;1534.39794045948;1900.7708231198126
Enger;0;2.500.001 - 5.000.000;3061502;85;14;20 - 49;291;291;291;38;41;160;153;17;2079.04430466828;2371.3996832990356
Hamburg;0;;;83;4;10 - 19;291;291;291;13;18;1604;1242;588;1605.021760869599;2562.020182055405
München;0;;;82;4;10 - 19;;;;11;12;;;;1543.9155335386802;2447.820678504583
Berlin;0;;;55;14;20 - 49;291;291;291;34;36;2902;2783;299;1902.2914664315992;2378.0069347294652
Lünen;0;;;9;16;10 - 19;291;291;291;19;24;;;;1953.26742803148;2846.3774869242075
Hannover;0;250.001 - 500.000;480000;50;14;10 - 19;291;291;291;13;16;765;753;32;1388.8706270327998;1558.136182798388
Schönebeck;0;;;24;14;20 - 49;;;;25;28;;;;1992.76170575148;2511.133197155325
Nersingen;0;2.500.001 - 5.000.000;2700000;23;16;10 - 19;;;;18;19;;;;1892.42089648428;2693.8723438856446
Winterlingen;0;5.000.001 - 25.000.000;8095000;40;14;10 - 19;291;292;292;17;18;37;37;1;2532.8595561634793;3377.2664976834476
Lippstadt;0;500.001 - 2.500.000;1062684;70;;10 - 19;;;;10;14;;;;1337.9517102610798;2309.443196375748
Anzing;0;500.001 - 2.500.000;1800000;41;16;20 - 49;291;290;291;27;31;;;;1956.47100735948;2291.4918288471995
Potsdam;0;;;43;4;10 - 19;291;291;291;10;11;331;321;20;1498.2070368634802;1553.060359831864
Dietmannsried;0;;;43;31;10 - 19;;;;19;19;;;;1863.09694611948;2341.0736761078206
Oberstdorf;0;;;75;13;10 - 19;;;;10;13;;;;1553.1473399914798;1704.6325802325964
Baiersbronn;0;250.001 - 500.000;300000;78;14;10 - 19;;;;16;19;;;;2218.4905497154796;2415.0091650376044
Schwalmtal;0;500.001 - 2.500.000;2000000;72;4;20 - 49;;;;25;28;;;;2596.73460083868;3051.418351594888
Bremen;0;250.001 - 500.000;415000;85;4;10 - 19;291;290;291;10;14;319;311;19;1198.4575837762798;1231.9906906160215
Wörthsee;0;500.001 - 2.500.000;910000;72;14;10 - 19;;;;15;17;;;;1498.3334456782802;1636.7395282470522
Oberpframmern;0;500.001 - 2.500.000;1639087;43;16;20 - 49;;;;48;49;;;;1874.27458441548;2356.315141509296
Berlin;0;;;75;4;10 - 19;;;;12;15;;;;1527.6317560114799;1729.2887727323784
Bad Urach;0;500.001 - 2.500.000;2289973;44;3;20 - 49;;;;33;35;;;;2301.44651731068;2681.0950132323296
Neuss;0;500.001 - 2.500.000;2405000;41;13;10 - 19;;;;16;21;;;;1685.26505724348;2390.9141880538505
Ulm;0;;;57;14;10 - 19;291;290;291;11;12;235;231;8;1501.3520613682801;2486.1470340556534
Köln;0;;;43;14;20 - 49;;;;43;46;;;;1927.74112015548;2420.4977490447745
Mücke;0;bis 100.000;35000;61;4;10 - 19;291;291;290;10;13;;;;1163.4125028442797;1372.468670483001
Neuss;0;500.001 - 2.500.000;2300000;44;31;10 - 19;291;291;291;11;12;740;730;46;1925.4983964107992;2711.3509652898574
Berlin;0;;;61;13;10 - 19;;;;15;19;;;;1611.2066615914796;2103.6938061295564
Grünhain-Beierfeld;0;500.001 - 2.500.000;503668;29;16;10 - 19;291;292;292;14;18;;;;1210.01249678628;1242.4524771418407
Berlin;0;;;75;4;20 - 49;;;;42;46;;;;1992.3960180874801;2970.305633124524
Mönchengladbach;0;500.001 - 2.500.000;571291;84;16;10 - 19;291;290;291;12;15;322;316;18;1203.77969020908;2183.8373728225
Kirkel;0;;;75;4;10 - 19;;;;12;16;;;;1527.6317560114799;2492.888725858515
Berlin;0;;;75;4;20 - 49;;;;22;27;;;;1992.3960180874801;2240.1575685461294
Wienrode;0;100.001 - 250.000;245000;49;4;10 - 19;;;;10;14;;;;1195.7760600370798;1304.307026769034
Berlin;0;2.500.001 - 5.000.000;3041471;79;14;10 - 19;291;290;291;10;13;2474;2380;229;1533.9622523615997;2127.0152309803916
Dormagen;0;2.500.001 - 5.000.000;4000000;43;14;10 - 19;;;;15;19;;;;1619.5986516730795;2075.2193684262447
Rust;0;100.001 - 250.000;150000;49;4;10 - 19;;;;11;13;;;;1139.9158211770796;1804.3615784715466
Düsseldorf;0;5.000.001 - 25.000.000;7000000;60;24;20 - 49;291;290;291;33;34;837;825;54;2234.5477312091994;2459.726969049348
Geeste;0;;;1;16;20 - 49;;;;20;22;;;;1962.1703412994798;2239.10400645353
Nagold;0;;;76;13;10 - 19;;;;12;16;;;;1553.1473399914798;1718.095975151192
Berlin;0;;;75;4;20 - 49;;;;42;42;;;;1992.3960180874801;2143.336849849046
Lohne;0;5.000.001 - 25.000.000;7500000;33;16;10 - 19;291;291;290;12;17;51;51;5;1530.17530599228;1972.545274852443
Elzach;0;500.001 - 2.500.000;580000;40;4;10 - 19;291;292;291;11;14;;;;1354.07297339028;1968.9806020970586
Ludwigshafen;0;;;83;4;10 - 19;291;291;291;11;13;530;517;39;1524.876568088279;1805.885975866183
Emden;0;;;85;24;10 - 19;291;290;290;12;12;19;19;0;1535.6398031266801;2523.1246517725654
Dillingen;0;;;12;14;20 - 49;;;;37;42;;;;1938.6510925642797;2913.928421897712
Bedburg;0;;;42;14;10 - 19;291;290;291;11;12;78;77;1;1624.6248939586803;1852.004310112687
Berlin;0;500.001 - 2.500.000;1585140;40;14;10 - 19;291;291;291;14;19;2247;2161;207;1989.3969682427994;2480.50966713933
Hamburg;0;;;82;28;20 - 49;291;290;290;30;31;507;399;176;1984.7620885954798;2951.977351187113
Karstädt;0;500.001 - 2.500.000;600000;1;14;10 - 19;;;;14;16;;;;1312.9861051042799;1904.736050761641
Idar-Oberstein;0;;;75;4;10 - 19;;;;12;15;;;;1527.6317560114799;1759.974821590249
Essen;0;;;63;13;10 - 19;291;291;291;11;11;816;806;39;1653.4178514287996;1968.7990178484538
Kleve;0;500.001 - 2.500.000;1400000;40;4;10 - 19;;;;15;18;;;;2283.23312050548;3269.5861826175633
Garmisch-Partenkirchen;0;500.001 - 2.500.000;700000;49;14;10 - 19;;;;12;13;;;;1292.27864625708;1967.7504667123399
Pirmasens;0;;;44;31;20 - 49;291;290;291;22;23;51;50;1;2282.69711777868;2424.812569880563
Aurich;0;250.001 - 500.000;400000;76;4;10 - 19;;;;18;18;;;;1545.94841685948;2200.6314699796894
Berlin;0;;;48;14;10 - 19;291;291;291;16;19;2723;2605;288;1548.269760681599;2378.7627619276827
Aachen;0;;;57;14;10 - 19;291;291;291;10;12;379;376;14;1531.06823139228;2450.8677672116282
Böblingen;0;;;31;14;20 - 49;;;;26;27;;;;1999.16220253548;2527.6033507968573
Schallstadt;0;500.001 - 2.500.000;600000;42;14;10 - 19;;;;17;17;;;;1645.8639676642797;1843.6206977665536
Borken;0;;;59;14;10 - 19;291;290;290;11;13;87;86;3;1543.2312823666803;1657.2621926220347
Berlin;0;500.001 - 2.500.000;850000;82;14;10 - 19;291;290;291;15;18;;;;1418.09014046028;2339.8970173239713
Dornstetten;0;;;66;14;10 - 19;;;;10;12;;;;1553.1473399914798;1591.147470014326
Langballig;0;;;50;4;20 - 49;;;;25;29;;;;2011.1454176194802;2593.2037781933223
Köln;0;;;50;14;10 - 19;;;;16;19;;;;1754.2971311914798;2334.0567134127455
Dietfurt;0;500.001 - 2.500.000;1650000;40;14;20 - 49;;;;25;26;;;;2560.6410343055995;2756.7093927815044
Tann;0;;;42;16;20 - 49;291;292;292;24;26;;;;2001.3060619246799;2591.655591043518
Raunheim;0;500.001 - 2.500.000;550000;43;30;10 - 19;;;;11;11;;;;1194.21403469628;1647.078024563932
München;0;;;76;4;10 - 19;;;;10;15;;;;1546.3811555434802;1762.0454297325532
Philippsthal;0;;;76;13;10 - 19;;;;11;13;;;;1553.1473399914798;1930.8599603326243
Großheubach;0;500.001 - 2.500.000;800000;1;4;10 - 19;;;;12;13;;;;1334.5152348802799;2174.8460051314137
Fuchsmühl;0;2.500.001 - 5.000.000;3625000;22;14;10 - 19;;;;18;21;;;;2033.0805004930799;2848.237618546267
Dorf Mecklenburg;0;2.500.001 - 5.000.000;4500000;44;16;20 - 49;291;292;291;24;26;35;33;5;3210.7086200722815;4106.657887636529
Passau;0;500.001 - 2.500.000;510000;50;4;10 - 19;;;;12;14;;;;1198.4575837762798;1832.734794156399
Kröv;0;;;50;13;20 - 49;;;;25;27;;;;2017.9116020674799;2254.8848288662743
Egling;0;250.001 - 500.000;500000;50;14;20 - 49;;;;20;23;;;;1552.7146013074798;1875.5481168703054
Kempten;0;500.001 - 2.500.000;1500000;78;16;10 - 19;291;290;290;19;22;59;56;5;1976.1218568346803;2479.4483459906487
Stralsund;0;;;76;4;20 - 49;;;;46;47;;;;1992.3960180874801;2548.291940927797
Dorsten;0;500.001 - 2.500.000;700000;31;31;10 - 19;;;;15;15;;;;1382.73566162028;1643.6614920436682
Erding;0;500.001 - 2.500.000;2400000;43;4;20 - 49;;;;20;22;;;;1890.7492589194799;2290.5029786965397
Norderney;0;;;50;14;10 - 19;;;;15;18;;;;1611.2066615914796;2350.8043811202806
Potsdam;0;500.001 - 2.500.000;800000;40;14;10 - 19;;;;10;14;;;;1472.83375435428;1516.1833918417624
Arnsberg;0;;;75;4;20 - 49;;;;20;22;;;;1955.40415685148;2627.8517537023977
Rostock;0;250.001 - 500.000;360000;60;20;10 - 19;291;290;291;13;15;154;147;17;1277.7651302242798;1614.9405577014672
Weilburg;0;500.001 - 2.500.000;1650000;38;16;20 - 49;291;290;292;23;26;;;;1955.43100542468;2036.9924625375365
Mannheim;0;500.001 - 2.500.000;882948;60;20;10 - 19;291;290;291;10;13;540;528;35;1419.9058949314801;2383.418458675487
Frankfurt;0;;;82;16;10 - 19;291;291;291;16;17;807;780;72;1776.0067407359998;2627.9953110130828
Hamburg;0;2.500.001 - 5.000.000;4600000;42;14;10 - 19;;;;14;17;;;;1709.7691335850795;2471.8651088263086
Stuttgart;0;5.000.001 - 25.000.000;5300000;83;14;20 - 49;;;;44;48;;;;1976.0808619570796;2565.3565808213725
Barleben;0;500.001 - 2.500.000;1700000;57;14;10 - 19;291;292;290;10;12;127;126;5;1511.33223392508;2103.0567199690663
Dußlingen;0;;;43;4;10 - 19;;;;10;14;;;;1462.9768580794803;2028.369267525205
Gronau;0;500.001 - 2.500.000;600000;31;14;10 - 19;291;290;291;12;14;38;38;0;1246.32025873548;1367.3575974937876
Lingen;0;;;43;4;10 - 19;;;;13;16;;;;1521.0361796794796;2044.7443012774222
Düsseldorf;0;;;50;4;10 - 19;;;;18;19;;;;1946.5012435834801;2057.121867262446
Bad Breisig;0;500.001 - 2.500.000;745000;76;4;10 - 19;;;;10;12;;;;1353.26463441228;2089.016327576265
Viersen;0;500.001 - 2.500.000;529617;60;16;10 - 19;291;291;290;13;13;265;260;13;1276.45559736828;1350.259298944505
Edewecht;0;500.001 - 2.500.000;1800000;77;14;20 - 49;291;291;291;45;48;28;28;1;2016.8965565386802;2997.700895058085
Rottach-Egern;0;500.001 - 2.500.000;1600000;60;4;10 - 19;;;;11;14;;;;1512.7797632122802;2197.7299340029786
Haselünne;0;;;63;13;10 - 19;;;;10;13;;;;1553.1473399914798;1607.0946796588692
Arnsberg;0;500.001 - 2.500.000;1373877;76;14;20 - 49;;;;23;27;;;;1964.4450663274797;2906.188859616941
Limbach-Oberfrohna;0;2.500.001 - 5.000.000;2641094;12;16;10 - 19;290;290;291;10;12;250;244;10;1575.8230881202799;2574.8293408469235
Mettmann;0;bis 100.000;65000;31;4;10 - 19;291;291;291;17;22;415;412;22;1563.2506991002797;2445.1657171265124
Gotteszell;0;100.001 - 250.000;120000;44;4;10 - 19;;;;11;14;;;;1424.31555943548;1934.2189781995398
Karlsruhe;0;500.001 - 2.500.000;600000;63;4;10 - 19;291;290;291;13;14;365;358;18;1299.3293594962797;1904.378100082612
Hildesheim;0;;;76;4;10 - 19;291;290;291;14;18;98;97;5;1595.83395237468;2443.085160056926
Altenburg;0;;;75;4;10 - 19;;;;17;19;;;;1849.18815521148;2305.7478096679133
Nördlingen;0;500.001 - 2.500.000;1204531;41;16;10 - 19;;;;13;16;;;;1452.46808228508;1629.0565875871816
Lübeck;0;;;83;28;10 - 19;;;;18;21;;;;1874.0069185282796;2367.6236630717235
Albershausen;0;;;40;14;10 - 19;291;290;290;11;15;375;370;17;2092.70349972228;2543.18679616904
Kassel;0;250.001 - 500.000;500000;82;4;10 - 19;291;290;291;19;21;;;;1531.78568470668;2303.529160308436
Waltrop;0;500.001 - 2.500.000;525378;43;14;10 - 19;291;291;291;13;17;208;205;12;1217.0523814162798;2045.8471821515946
Sohland;0;;;15;4;10 - 19;;;;11;12;;;;1546.3811555434802;2112.397220737128
Berlin;0;;;83;28;20 - 49;291;290;291;21;23;;;;1882.9098317962794;2042.618048130417
Schwäbisch Gmünd;0;;;43;14;10 - 19;;;;11;15;;;;1462.9768580794803;1835.2039726440653
Riedering;0;500.001 - 2.500.000;1350000;40;14;10 - 19;290;292;290;16;18;80;80;2;2096.6877170494795;2325.4141789533883
Löwenberger Land;0;500.001 - 2.500.000;760000;49;13;10 - 19;;;;10;11;;;;1357.3492951210799;1778.4266164029202
Saterland;0;500.001 - 2.500.000;775113;40;16;10 - 19;;;;10;14;;;;1472.83375435428;1796.4564670903785
Schkeuditz;0;;;77;16;20 - 49;291;290;291;26;27;;;;2017.9116020674799;2500.3151547928487
Nordhorn;0;500.001 - 2.500.000;720579;60;20;10 - 19;291;291;292;11;12;29;27;3;1307.0557543486802;1467.4839467907063
Bremen;0;;;45;16;10 - 19;291;291;291;12;14;315;306;20;1482.60266183628;2419.2489873007694
Landau;0;;;43;14;10 - 19;;;;15;17;;;;1521.0361796794796;1889.8863706099714
Renningen;0;;;27;3;20 - 49;;;;30;31;;;;1999.16220253548;2446.3678369879203
München;0;;;62;14;10 - 19;;;;17;19;;;;1874.70373919148;2419.7890739545505
Selfkant;0;;;42;14;20 - 49;;;;24;29;;;;2017.9116020674799;2097.9406088270875
Ebersdorf;0;;;77;4;10 - 19;;;;10;15;;;;1546.3811555434802;1892.1944739982837
Iserlohn;0;;;83;4;10 - 19;;;;15;19;;;;1533.8957989882792;1919.6168765471716
Perleberg;0;500.001 - 2.500.000;1049595;44;14;10 - 19;;;;10;15;;;;1814.75241506748;2033.9794322910252
Frechen;0;250.001 - 500.000;400000;50;4;10 - 19;;;;10;13;;;;1198.4575837762798;1983.116963509021
Stammbach;0;500.001 - 2.500.000;600000;44;4;10 - 19;;;;11;12;;;;1565.09737676748;1712.372521473299
Weidenberg;0;;;76;13;20 - 49;;;;30;31;;;;2017.9116020674799;2594.9577962419353
Hilders;0;500.001 - 2.500.000;565000;49;31;10 - 19;;;;16;18;;;;1427.44745062908;1635.3106203623938
Kappeln;0;;;75;4;10 - 19;;;;11;14;;;;1527.6317560114799;1565.1536074668513
Göttingen;0;;;61;13;10 - 19;;;;10;12;;;;1553.1473399914798;2409.7273995269697
Arnsberg;0;;;43;16;10 - 19;;;;12;15;;;;1462.9768580794803;1810.8865922201976
Geesthacht;0;500.001 - 2.500.000;2300000;62;14;10 - 19;;;;10;14;;;;1553.1473399914798;2127.7342651515473
Augsburg;0;250.001 - 500.000;305000;76;4;10 - 19;291;290;291;10;13;385;381;18;1198.4575837762798;1770.316908686475
München;0;;;55;14;10 - 19;291;291;291;13;15;;;;1611.2066615914796;2543.8321606973072
Hamburg;0;500.001 - 2.500.000;1000000;54;14;10 - 19;291;290;291;16;17;1711;1317;643;1365.9882249215996;1847.5861340570364
Hamburg;0;500.001 - 2.500.000;1900000;41;18;10 - 19;;;;15;15;;;;1567.1102854162793;1747.783929895303
Pegau;0;;;75;4;10 - 19;;;;10;14;;;;1527.6317560114799;2337.3297957138757
Oberhausen;0;;;75;4;20 - 49;;;;20;24;;;;1955.40415685148;2144.000168196986
Keltern;0;500.001 - 2.500.000;800000;27;14;10 - 19;;;;10;13;;;;1360.03081886028;1777.7427912416683
Ahrensburg;0;100.001 - 250.000;220000;65;16;10 - 19;;;;13;14;;;;1266.1201331002799;2201.327985147909
Berlin;0;250.001 - 500.000;415000;48;4;10 - 19;;;;11;15;;;;1166.05989001308;2114.7805509185173
Berlin;0;;;75;4;20 - 49;;;;39;42;;;;1992.3960180874801;2763.8867489195222
Hockenheim;0;100.001 - 250.000;150000;76;4;10 - 19;291;291;291;11;15;226;225;12;1172.3135149402797;1934.6030537456436
Offenbach-Hundheim;0;;;82;28;10 - 19;;;;12;15;;;;1534.39794045948;1902.66689433733
Berlin;0;100.001 - 250.000;160000;73;4;10 - 19;;;;12;16;;;;1186.8125866522798;1524.83131491612
Dortmund;0;100.001 - 250.000;233278;73;4;10 - 19;;;;14;14;;;;1244.8719082522798;1844.3474484183766
Albstadt;0;;;75;4;20 - 49;;;;24;27;;;;1992.3960180874801;2870.2170460408242
Wettenberg;0;;;75;4;10 - 19;;;;12;15;;;;1527.6317560114799;2136.83945930013
Bad Essen;0;;;43;16;20 - 49;291;290;292;48;48;39;39;1;1902.5290552438803;2439.7847859561966
Hamm;0;;;85;4;10 - 19;291;291;291;10;13;124;118;13;1546.3811555434802;2510.4723541732496
Querfurt;0;;;78;14;10 - 19;;;;13;16;;;;2139.2034842506796;2711.895697612471
Cham;0;;;65;14;10 - 19;;;;10;11;;;;1553.1473399914798;1655.1912319219539
Kassel;0;;;76;4;20 - 49;;;;32;36;;;;2011.1454176194802;2714.9175074165596
Bonn;0;;;63;4;10 - 19;291;290;291;11;13;427;424;23;1674.6708870994798;1929.0196246466553
Waldsassen;0;;;75;4;10 - 19;;;;19;19;;;;1927.7518440514802;2087.336276105911
Lollar;0;500.001 - 2.500.000;1800000;15;4;10 - 19;;;;11;16;;;;1546.3811555434802;2186.398244546788
Willich;0;5.000.001 - 25.000.000;21000000;43;14;20 - 49;291;291;291;20;23;;;;1785.6370561678796;1987.80041037948
Koberg;0;;;75;4;10 - 19;;;;10;12;;;;1527.6317560114799;1537.3749579849664
Prüm;0;;;41;14;10 - 19;291;291;292;13;17;;;;1550.5047452734793;1952.8681905885333
Mönchengladbach;0;500.001 - 2.500.000;550000;55;14;20 - 49;291;290;291;30;33;;;;1624.9274374234797;2176.248798569013
Cunewalde;0;;;75;4;10 - 19;;;;15;19;;;;1585.6910776114796;2166.553690972632
Koblenz;0;;;75;4;10 - 19;;;;13;14;;;;1585.6910776114796;2344.9082871055775
Grünwald;0;500.001 - 2.500.000;1650000;79;14;20 - 49;291;291;291;31;31;1391;1348;101;2024.300954048399;2145.289451003524
Kiel;0;;;73;14;20 - 49;;;;41;42;;;;2017.9116020674799;2135.9669582983975
Bremen;0;;;79;28;20 - 49;;;;35;37;;;;1919.9016930322796;2230.1605051803003
Ketzin;0;500.001 - 2.500.000;1400000;55;14;10 - 19;;;;15;18;;;;1577.6052692602798;1930.7106377674686
Emmendingen;0;;;75;4;10 - 19;;;;12;17;;;;1527.6317560114799;2001.604144874855
Neuenkirchen;0;500.001 - 2.500.000;2134736;40;14;10 - 19;291;292;290;18;19;;;;2554.1573205094796;3114.576279731896
München;0;;;61;26;10 - 19;291;291;291;19;20;1775;1719;129;1928.3880223007998;2855.2697066198775
Todenbüttel;0;500.001 - 2.500.000;600000;1;14;10 - 19;;;;10;11;;;;1254.92678350428;2000.017773022712
Olpe;0;5.000.001 - 25.000.000;7648257;41;14;20 - 49;;;;23;25;;;;1999.0153484842795;2186.9396399038023
Birken-Honigsessen;0;500.001 - 2.500.000;1200000;31;4;10 - 19;;;;18;19;;;;1793.24449751148;1961.4323188752364
Walzbachtal;0;250.001 - 500.000;370000;27;31;10 - 19;291;291;291;10;13;177;174;13;1208.5478883322799;1686.7329121527864
Hamburg;0;;;75;16;20 - 49;291;291;291;33;35;1743;1343;645;1902.2914664315992;2333.4976653079552
Steinfurt;0;;;55;14;10 - 19;291;290;291;10;11;43;43;1;1544.54081522268;1798.247065343006
Gelnhausen;0;2.500.001 - 5.000.000;4000000;38;16;10 - 19;291;291;291;10;12;82;81;1;1650.69476645628;2062.1916553573674
Pfullendorf;0;;;43;16;10 - 19;;;;11;15;;;;1462.9768580794803;1875.4361601534888
Bad Laasphe;0;250.001 - 500.000;500000;49;13;10 - 19;;;;12;16;;;;1187.30811486108;1190.2148766783196
Emskirchen;0;;;75;4;10 - 19;;;;12;16;;;;1527.6317560114799;2386.3664671308165
Burgdorf;0;250.001 - 500.000;360000;76;4;10 - 19;291;291;291;16;21;74;74;0;1460.38163516748;1573.3459795418512
Sögel;0;;;41;16;10 - 19;291;291;291;12;13;11;11;0;1500.44443904748;1808.8493500825111
Zweibrücken;0;500.001 - 2.500.000;870000;42;31;20 - 49;;;;23;27;;;;1777.2776247274796;2298.530550141196
Petershagen;0;;;75;4;10 - 19;;;;15;18;;;;1585.6910776114796;2160.6492611022463
Ellingen;0;250.001 - 500.000;300000;9;14;10 - 19;;;;18;23;;;;1552.7146013074798;1565.901695428872
Friedrichshafen;0;500.001 - 2.500.000;1200000;40;14;10 - 19;;;;10;10;;;;2008.7497861534798;2097.6470868711494
Hamburg;0;;;;14;20 - 49;291;291;291;20;24;1689;1292;636;1774.8811754003991;2444.108517827211
Berlin;0;100.001 - 250.000;220000;39;4;10 - 19;291;291;291;11;12;;;;1174.2018347182798;1246.2446352213537
Bad Feilnbach;0;bis 100.000;90000;85;14;10 - 19;;;;11;14;;;;1193.5617397882797;1505.2008132612918
Garching;0;;;75;4;10 - 19;;;;10;10;;;;1527.6317560114799;2141.106965101869
Wetzlar;0;500.001 - 2.500.000;650000;76;14;10 - 19;291;291;291;10;12;101;99;3;1315.70104369548;2204.922646417911
