City;Customer_Flag;Revenue_Scale;Revenue;Sector;Legal_Form_Code;Employee_Scale;TYPE_ID_Coverage_GSM;TYPE_ID_Coverage_UMTS;TYPE_ID_Coverage_LTE;CNT_EMPLOYEE_OLD;CNT_EMPLOYEE;CNT_CB_DENSITY;CNT_CB_MOB_DENSITY;CNT_CB_FN_DENSITY;Mobile_potential_old;Mobile_potential
Raisting;0;5.000.001 - 25.000.000;23000000;42;14;10 - 19;291;290;291;13;18;;;;1600.7944219090791;1674.581181810186
Blomberg;0;5.000.001 - 25.000.000;15244304;35;14;20 - 49;291;292;292;41;43;26;25;3;1860.39660829908;2792.5164841525066
Stuttgart;0;500.001 - 2.500.000;1200000;63;4;10 - 19;291;291;291;17;18;797;775;56;1962.9621674567998;2935.808863479583
Langenfeld;0;;;62;14;20 - 49;291;291;291;26;30;480;474;21;2066.9516927674795;2315.521442224507
Berlin;0;5.000.001 - 25.000.000;7000000;76;14;20 - 49;291;291;291;30;32;490;474;38;2109.601387741079;2844.802746955338
Masserberg;0;;;74;4;20 - 49;291;292;291;20;21;11;11;1;1886.2865221114798;2143.9777902609612
München;0;5.000.001 - 25.000.000;8500000;62;16;20 - 49;291;291;291;42;45;1645;1594;122;1935.3849914495993;2377.736197022149
München;0;500.001 - 2.500.000;2500000;73;14;10 - 19;291;291;291;13;16;1709;1658;122;1625.4913727687992;1956.4256546228435
München;0;5.000.001 - 25.000.000;14000000;42;20;20 - 49;291;291;291;24;24;879;856;64;2002.1258191907996;2432.047104997072
Halle;0;5.000.001 - 25.000.000;6000000;41;14;20 - 49;291;291;291;23;27;212;209;9;1999.0153484842795;2633.9125432772403
Breidenbach;0;;;59;14;10 - 19;291;292;292;10;13;26;26;0;1527.93527507988;1939.4757322211735
Berlin;0;2.500.001 - 5.000.000;2900000;40;14;20 - 49;291;291;291;33;35;1319;1270;138;2980.0157607287993;3261.805028413447
Schwieberdingen;0;500.001 - 2.500.000;1000000;44;4;10 - 19;291;290;291;11;12;420;415;19;1815.5777098594801;2275.0914872217827
Breisach;0;;;40;14;10 - 19;292;292;292;10;10;24;22;2;2076.39244690668;2087.349410582116
Kipfenberg;0;500.001 - 2.500.000;600000;15;14;10 - 19;292;292;290;13;16;6;6;0;1276.72916870748;1517.6077463376048
Augsburg;0;500.001 - 2.500.000;1850000;55;14;20 - 49;291;290;291;20;22;394;391;17;1980.9197408314799;2869.3630404039745
Herrsching;0;5.000.001 - 25.000.000;10000000;27;14;20 - 49;291;290;291;40;42;;;;2060.5612970410793;2933.8156314407743
Ratingen;0;5.000.001 - 25.000.000;17819757;27;14;20 - 49;291;291;291;28;32;656;649;41;1888.0939134826795;2568.588448265853
Augsburg;0;500.001 - 2.500.000;600000;48;14;10 - 19;291;290;291;11;13;;;;1222.5290897410798;1609.4962400884747
Neuss;0;500.001 - 2.500.000;1500000;47;14;20 - 49;291;291;291;21;22;362;357;18;2367.7024288366797;3249.8263156058247
Münster;0;2.500.001 - 5.000.000;2800000;25;20;20 - 49;291;290;291;20;24;121;120;6;1993.02018965868;2051.270109241479
Esslingen;0;bis 100.000;100000;25;14;10 - 19;291;291;291;10;15;;;;1193.5617397882797;2056.84864124827
Bindlach;0;500.001 - 2.500.000;1700000;24;24;20 - 49;291;290;291;20;21;87;86;6;1916.46319096668;2729.3525527563606
Markkleeberg;0;500.001 - 2.500.000;1876382;40;14;20 - 49;291;290;291;40;45;542;539;15;3359.6038880086794;3592.523201780203
Mainz-Kostheim;0;500.001 - 2.500.000;2171137;40;14;10 - 19;291;290;291;18;21;419;407;24;2542.3860462455996;3032.8978546180942
Hamburg;0;25.000.001 - 50.000.000;40000000;57;14;20 - 49;291;290;291;45;48;1743;1348;646;1634.2325788199992;1949.2648586920684
Aalen;0;;;50;14;50 - 99;291;290;290;50;53;66;66;6;1972.7517524026803;1979.5212032662896
Berlin;0;;;83;28;10 - 19;291;291;291;12;15;3100;2979;314;1497.3032883695994;2078.559552556557
Lahr;0;500.001 - 2.500.000;1704749;24;16;10 - 19;291;291;291;18;22;91;89;6;1896.4023574066805;2250.411863319397
Burgstetten;0;;;40;4;10 - 19;291;290;290;10;11;185;184;8;1916.6693191414797;2907.3390949696022
Sinzig;0;5.000.001 - 25.000.000;18000000;43;4;20 - 49;291;291;291;30;34;108;107;5;1839.4423907866797;2780.0211786931877
Mülheim;0;25.000.001 - 50.000.000;26351690;85;14;20 - 49;291;291;291;23;27;663;655;31;1869.0622025878793;2319.5063681939346
Raesfeld;0;2.500.001 - 5.000.000;3800000;40;14;20 - 49;291;291;291;42;43;74;73;1;2993.4462458182797;3978.1829177627087
Roth;0;5.000.001 - 25.000.000;10800000;31;14;50 - 99;291;290;290;50;52;34;33;3;2031.89393871228;2061.6754699935655
Hamburg;0;5.000.001 - 25.000.000;22460000;15;16;20 - 49;291;291;291;35;35;1080;822;409;1819.1468387279992;2370.3664850962396
Rostock;0;5.000.001 - 25.000.000;7800000;40;20;20 - 49;291;290;291;43;43;139;134;15;2844.571002739079;2979.388828655689
Aichach;0;5.000.001 - 25.000.000;21990000;24;14;20 - 49;291;290;290;32;33;40;38;3;1750.24346640708;2097.0642405302233
Am Ohmberg;0;2.500.001 - 5.000.000;4000000;40;31;20 - 49;291;292;292;40;40;17;17;0;3632.9511441874793;4216.559634862377
Diez;0;5.000.001 - 25.000.000;6766000;21;14;10 - 19;291;290;291;15;17;101;101;2;1671.5907105682795;2247.5090105543013
Saarbrücken;0;5.000.001 - 25.000.000;5500000;55;14;20 - 49;291;291;291;25;26;;;;2079.3106965730794;2487.320110249421
Eberswalde;0;500.001 - 2.500.000;2100000;24;14;20 - 49;291;290;292;44;45;27;27;2;1967.5496408398803;2965.256806501152
Remscheid;0;;;43;20;10 - 19;291;292;292;10;12;182;178;12;1453.9627971766804;1707.174175231118
Berlin;0;5.000.001 - 25.000.000;5569111;84;3;20 - 49;291;290;291;47;52;2109;2016;227;1839.334191301199;2663.292349438494
Möttingen;0;;;27;14;50 - 99;291;290;290;50;52;21;20;1;1972.7517524026803;2418.632844610014
Neustadt;0;500.001 - 2.500.000;1990039;39;14;20 - 49;291;292;292;27;28;15;15;0;2030.66832646188;2280.1176266827047
Ulm;0;;;57;14;20 - 49;291;290;291;22;25;228;224;7;1938.6510925642797;2096.9589463086827
Lüdinghausen;0;2.500.001 - 5.000.000;3185000;44;16;20 - 49;291;290;291;22;25;52;50;4;3062.811057879481;3279.5957716429634
Buttenwiesen;0;2.500.001 - 5.000.000;3949000;57;11;20 - 49;291;292;290;26;29;20;20;0;1993.4797943842802;2602.129295975299
Miesbach;0;500.001 - 2.500.000;1725000;20;14;20 - 49;291;290;291;24;24;52;51;1;1880.59503948348;2363.7312143419967
Raesfeld;0;500.001 - 2.500.000;2460000;41;4;10 - 19;291;291;291;14;14;77;76;1;1551.73757619948;2458.0547569415576
Menden;0;500.001 - 2.500.000;1300000;43;4;10 - 19;291;290;291;16;18;108;106;3;1549.4844461482799;1727.997693665973
Karlstein;0;5.000.001 - 25.000.000;10000000;63;14;10 - 19;291;290;291;19;22;232;228;14;2014.6665225370798;2991.399972917702
Hamburg;0;500.001 - 2.500.000;800000;52;14;10 - 19;291;291;291;15;16;1618;1237;615;1269.7605710615996;2093.2486070075624
Rott;0;500.001 - 2.500.000;1600000;40;14;10 - 19;291;290;291;10;11;44;44;2;1992.7225157182802;2973.866205720233
Berkholz-Meyenburg;0;5.000.001 - 25.000.000;7800000;39;14;20 - 49;290;292;292;33;35;;;;2071.6061685262794;2280.4767467677466
Hamburg;0;;;63;13;10 - 19;291;291;291;12;15;1696;1297;636;1647.0976073807997;2431.95359623899
Samtens;0;2.500.001 - 5.000.000;2573000;43;14;10 - 19;291;290;291;16;20;12;12;0;1692.6835019986806;2323.3355443627247
Schwabmünchen;0;5.000.001 - 25.000.000;6000000;40;14;20 - 49;291;290;291;27;32;36;36;2;2835.9644779702794;3157.194711171992
Köln;0;;;83;28;20 - 49;291;291;291;44;45;1052;1038;49;2047.067361008399;2767.669559312807
Essen;0;2.500.001 - 5.000.000;4000000;40;14;20 - 49;291;291;291;48;51;;;;3887.2254324742794;4036.1574867640256
Bochum;0;500.001 - 2.500.000;2000000;40;14;20 - 49;291;290;291;30;31;;;;3145.928412640679;3662.1571174679802
Aschheim;0;2.500.001 - 5.000.000;4600000;25;14;20 - 49;291;291;291;23;27;1298;1262;90;2173.5432239651996;2279.956188282803
Ellrich;0;;;74;4;20 - 49;291;291;290;25;25;14;13;1;1914.37737125148;2387.753253997583
Berlin;0;;;55;3;20 - 49;291;290;291;25;28;3120;2993;320;1902.2914664315992;2632.564602108786
Rosdorf;0;500.001 - 2.500.000;2500000;31;14;20 - 49;291;290;291;36;36;72;70;2;2009.30507729868;2849.8656121657855
Mühltal;0;500.001 - 2.500.000;2000000;55;14;10 - 19;291;290;292;15;18;;;;1602.1926006886797;1625.3011871347273
Dannstadt-Schauernheim;0;500.001 - 2.500.000;2300000;25;14;10 - 19;291;291;291;17;21;219;217;10;1874.70373919148;2060.9170958148297
Zellingen;0;500.001 - 2.500.000;1800000;44;18;20 - 49;291;290;292;25;26;51;51;1;2284.8409771678803;2516.480939363831
Rödinghausen;0;5.000.001 - 25.000.000;5500000;24;14;10 - 19;291;290;290;15;16;85;84;4;1638.8493350122794;2537.163660838776
Freiburg;0;5.000.001 - 25.000.000;9144665;25;14;20 - 49;291;291;291;43;44;264;259;13;2079.3106965730794;2606.676034717167
Norderstedt;0;500.001 - 2.500.000;2400000;39;14;20 - 49;291;290;290;20;21;706;574;226;1981.357381479479;2141.8382153100765
Berlin;0;5.000.001 - 25.000.000;12268034;22;16;20 - 49;291;290;291;37;41;1614;1547;148;1849.993744211999;2719.6684144796463
Weidhausen;0;500.001 - 2.500.000;1000000;42;14;10 - 19;291;290;290;19;20;;;;1731.3847513954797;1980.7726770962117
Erbach;0;500.001 - 2.500.000;505000;56;14;10 - 19;291;291;292;14;15;12;12;0;1233.8036657806801;2109.112826980005
Wiefelstede;0;5.000.001 - 25.000.000;5489269;22;14;20 - 49;291;291;291;46;48;131;128;5;2079.3106965730794;3074.7805966110013
Düsseldorf;0;500.001 - 2.500.000;2000000;62;14;20 - 49;291;291;291;26;27;877;865;58;2194.2751717235997;2412.518796543635
Löningen;0;2.500.001 - 5.000.000;2800000;1;13;20 - 49;291;290;292;25;30;20;20;0;2004.7999859830802;2906.9731113251883
Ahrensburg;0;25.000.001 - 50.000.000;27000000;41;14;20 - 49;291;290;290;23;26;257;215;78;1748.4210349390794;2688.93694925909
Pfullingen;0;2.500.001 - 5.000.000;4200000;63;14;20 - 49;291;290;291;34;38;167;162;12;2116.4740740610796;2845.074245473709
Hamburg;0;5.000.001 - 25.000.000;7400000;9;14;20 - 49;291;290;291;30;33;1636;1244;630;1923.814626385199;1991.03659608912
Erligheim;0;250.001 - 500.000;400000;72;4;10 - 19;291;290;291;18;19;159;158;5;1568.9666138974799;1875.1722475192937
Hanau;0;2.500.001 - 5.000.000;3200000;41;16;20 - 49;291;290;291;26;28;;;;2017.60370996028;2105.4449261772616
Crailsheim;0;;;42;16;20 - 49;291;290;292;23;27;26;25;1;1992.69953715588;2974.974016218362
Hamburg;0;5.000.001 - 25.000.000;7300000;56;20;20 - 49;291;291;291;44;45;1700;1326;617;1942.5640259171992;2133.8155930243206
Uetze;0;;;78;14;20 - 49;291;291;291;25;27;14;14;0;2724.43824007788;3085.6718615842265
Berlin;0;500.001 - 2.500.000;1200000;40;14;10 - 19;291;291;291;12;13;1414;1358;138;1811.4640397027997;2434.703217151674
Bad Münder;0;500.001 - 2.500.000;2000000;42;4;20 - 49;291;290;291;22;27;40;39;2;2358.9209509906805;3308.3394014415885
Fehmarn;0;;;50;4;20 - 49;291;290;290;40;45;3;3;0;2001.2293599946806;2174.2325448628862
Türkheim;0;5.000.001 - 25.000.000;9055000;17;24;50 - 99;291;290;292;50;54;;;;2043.95385572628;2943.6896698181013
Hamburg;0;500.001 - 2.500.000;1600000;48;14;10 - 19;291;291;291;11;15;1696;1300;638;1493.2862809415994;2082.3871776387446
Trittau;0;500.001 - 2.500.000;1700000;31;31;20 - 49;291;290;291;23;27;32;31;3;1978.60494851868;2278.3401787902826
Oldenburg;0;;;75;28;20 - 49;291;290;291;40;42;122;119;5;2017.9116020674799;2693.385917926164
Weinheim;0;250.001 - 500.000;285000;62;14;10 - 19;;;;19;20;373;358;29;1552.7146013074798;1902.6354448291877
Berlin;0;500.001 - 2.500.000;1700000;42;14;20 - 49;291;291;291;24;25;1148;1108;116;2194.2751717235997;3118.919532545546
Mannheim;0;5.000.001 - 25.000.000;6000000;69;14;20 - 49;291;290;291;40;41;553;541;37;2135.942266513079;2474.6490389617047
Vallendar;0;500.001 - 2.500.000;1675555;57;11;10 - 19;291;290;291;16;17;;;;1622.6858298250795;2430.539772646865
Trier;0;500.001 - 2.500.000;2245746;61;14;20 - 49;291;291;291;20;20;97;96;4;1979.90469530268;2516.143067747435
Neuburg;0;;;63;14;20 - 49;291;292;292;20;21;19;19;0;1955.70767591988;2216.5946802648787
Leun;0;500.001 - 2.500.000;1500000;55;14;10 - 19;291;290;292;10;13;59;57;2;1501.9253619886804;1503.2984708397564
Warburg;0;2.500.001 - 5.000.000;4346578;42;14;20 - 49;291;291;292;24;26;16;15;4;2528.9838950254803;3008.4694012020864
Rohrdorf;0;500.001 - 2.500.000;1800000;24;14;10 - 19;291;292;292;14;16;56;55;3;1568.43617960388;2392.8702754232777
Darmstadt;0;5.000.001 - 25.000.000;12337500;42;14;20 - 49;291;290;291;47;47;230;224;16;1960.3636189198796;2830.0953745170973
Allersberg;0;100.001 - 250.000;200000;40;14;10 - 19;291;292;291;17;18;27;26;3;2270.20643499348;2783.1270068965205
Lebach;0;2.500.001 - 5.000.000;3489668;27;14;20 - 49;291;290;291;25;30;70;69;6;2051.68838036748;2938.1474481682935
Thalmässing;0;25.000.001 - 50.000.000;29000000;44;14;20 - 49;291;292;291;37;40;;;;2889.9609784990807;2958.140116671074
Meerane;0;500.001 - 2.500.000;1868452;39;14;20 - 49;291;290;291;25;28;91;88;5;2047.2738666046798;2583.9722058719826
Bodnegg;0;2.500.001 - 5.000.000;5000000;24;14;20 - 49;291;292;292;26;28;84;83;4;2056.26372539748;2854.374109525943
Augsburg;0;500.001 - 2.500.000;2000000;17;14;20 - 49;290;290;291;30;33;;;;2017.9116020674799;2543.2760295570693
Thaining;0;5.000.001 - 25.000.000;5300000;71;4;10 - 19;291;292;291;13;14;;;;1571.3255683810794;1635.6312170224544
Frankfurt;0;2.500.001 - 5.000.000;4800000;55;14;20 - 49;291;291;291;36;38;836;810;73;2241.4905251771997;2618.3211803156582
Hamburg;0;100.001 - 250.000;120000;69;14;10 - 19;291;291;291;10;12;1698;1296;642;1219.0973516927995;2190.676248978246
Petershagen;0;500.001 - 2.500.000;1196730;47;14;10 - 19;291;291;292;11;15;45;45;3;1770.0110319538799;2148.7467476712923
Landshut;0;500.001 - 2.500.000;2200000;43;4;10 - 19;291;290;292;13;13;89;87;2;1503.4155940078797;1977.0949805964358
Emmerthal;0;;;74;4;20 - 49;291;291;290;35;37;59;58;7;1914.37737125148;2777.6892473410753
Hamburg;0;500.001 - 2.500.000;2000000;63;14;10 - 19;291;290;291;12;17;1729;1332;648;1567.8479665247994;2058.8884359713425
Mainz;0;500.001 - 2.500.000;1725934;56;16;20 - 49;290;290;291;28;29;383;373;19;1987.2114732874797;2153.9311024697836
Pöttmes;0;500.001 - 2.500.000;663681;41;16;10 - 19;291;292;290;15;16;8;8;0;1296.19605080748;1710.936979548192
Flensburg;0;;;62;14;50 - 99;291;291;291;50;51;40;39;1;1989.2442437386803;2577.562425744402
Jandelsbrunn;0;500.001 - 2.500.000;2450000;28;14;10 - 19;291;292;292;19;23;;;;1838.6519788534797;2644.076725820747
Braunschweig;0;2.500.001 - 5.000.000;4500000;31;14;50 - 99;291;291;291;50;55;196;194;4;2070.07236172908;2879.5699486190506
Fellbach;0;500.001 - 2.500.000;2400000;42;22;20 - 49;291;290;291;24;26;738;724;42;2052.2554215876;2239.0019134015524
Iffezheim;0;2.500.001 - 5.000.000;4300000;15;14;20 - 49;290;291;290;33;35;115;114;5;2124.06555330108;2649.7080652046307
Hamburg;0;5.000.001 - 25.000.000;5568899;25;20;20 - 49;291;291;291;29;32;1554;1194;588;2006.373538453199;2586.352393864867
Landsberg;0;500.001 - 2.500.000;1503500;9;14;20 - 49;290;292;290;29;31;43;42;2;1946.9375294626802;2441.9314207637663
München;0;bis 100.000;60000;26;14;10 - 19;291;290;291;10;11;1413;1364;111;1323.9789147767997;2153.7186853928188
Neuffen;0;;;27;16;20 - 49;291;290;291;38;38;243;238;12;1999.16220253548;2813.7818185309716
Penig;0;500.001 - 2.500.000;875000;40;14;10 - 19;291;291;290;14;15;83;81;3;1601.9614366894798;2432.328112848595
Appenweier;0;;;40;16;20 - 49;291;290;291;24;27;106;105;3;2709.0454146454795;3705.445966924235
Frankfurt;0;;;61;4;20 - 49;291;291;291;32;35;888;860;77;2187.5089872756;2665.79491441004
Niebüll;0;5.000.001 - 25.000.000;13000000;42;18;50 - 99;291;290;291;50;52;10;10;0;1858.12385634588;2193.007623992182
Flörsheim;0;5.000.001 - 25.000.000;18046000;36;14;20 - 49;291;291;291;42;46;319;312;19;1894.3826939146797;2442.1781459054996
Wittislingen;0;2.500.001 - 5.000.000;2866667;57;11;10 - 19;291;292;292;11;14;23;23;0;1494.55397441268;1628.6043633855043
Oberkirch;0;5.000.001 - 25.000.000;6000000;47;14;20 - 49;290;290;290;35;38;56;56;1;3114.3236518054796;3830.322745163863
Düsseldorf;0;50.000.001 - 500.000.000;63121954;42;14;10 - 19;291;291;291;10;12;868;856;59;1575.8317195703992;2167.3216373270666
Norderstedt;0;50.000.001 - 500.000.000;113062473;59;14;10 - 19;291;290;291;15;18;780;639;247;1666.194195998399;2313.396012422252
Berlin;0;2.500.001 - 5.000.000;4400000;65;14;20 - 49;291;290;291;35;39;2606;2504;256;1938.3488995931993;2464.518346950888
Kalbach;0;5.000.001 - 25.000.000;7820000;74;4;20 - 49;291;290;290;22;26;34;34;0;2001.1367590762802;2389.031245163114
Stolberg;0;;;36;14;20 - 49;291;290;291;27;32;376;372;14;2025.50308130748;2705.4332469255337
Nordhausen;0;5.000.001 - 25.000.000;12000000;41;14;20 - 49;291;290;292;49;51;;;;1966.7761128562797;2287.304161741014
Zwenkau;0;5.000.001 - 25.000.000;8500000;40;16;20 - 49;291;291;291;30;34;118;118;3;2844.571002739079;2867.611105430185
Kehrig;0;;;57;11;10 - 19;291;290;292;13;13;31;30;2;1515.4499185246796;2093.0465565570476
Hamburg;0;5.000.001 - 25.000.000;14000000;44;14;10 - 19;291;291;291;11;14;1651;1260;629;1851.3091766207995;2201.885557547958
Halle;0;5.000.001 - 25.000.000;8219808;42;14;10 - 19;291;291;291;18;19;49;48;2;2013.65147700828;2140.7713749899913
Hamm;0;5.000.001 - 25.000.000;5785534;33;14;20 - 49;291;291;291;37;38;94;87;13;1967.4743371882798;2436.5804378657845
Geesthacht;0;;;42;14;10 - 19;291;290;291;12;15;64;60;6;1624.6248939586803;2331.059580969638
Bremen;0;250.001 - 500.000;340000;61;13;20 - 49;291;290;291;43;48;319;311;19;1589.70646254348;2031.7867994577218
Nordhorn;0;500.001 - 2.500.000;550000;40;14;10 - 19;291;291;292;11;15;25;23;2;1738.41146469468;2141.688679246731
Kritzow;0;5.000.001 - 25.000.000;5500000;41;16;20 - 49;291;290;291;30;34;32;30;4;1990.4088237154797;2677.9594099438027
Olching;0;500.001 - 2.500.000;1100000;43;20;20 - 49;291;290;291;28;28;340;334;25;1716.5648759194798;2678.021066193653
Kranzberg;0;250.001 - 500.000;450000;43;14;20 - 49;291;292;291;20;22;58;58;0;1483.39532773068;1686.6580012920926
Nauheim;0;5.000.001 - 25.000.000;5900000;27;14;20 - 49;291;290;291;20;23;169;165;10;2023.5694358050796;2846.5581799991355
Nürnberg;0;500.001 - 2.500.000;2500000;55;14;10 - 19;291;290;291;16;21;520;507;44;1822.6489000714794;2654.527579148161
Weiherhammer;0;;;9;16;20 - 49;291;292;292;20;23;31;27;5;1955.70767591988;2465.098253057456
Ahaus;0;2.500.001 - 5.000.000;3800000;71;14;50 - 99;291;290;291;50;53;;;;1966.84252711308;2239.864332109059
Rottenburg;0;5.000.001 - 25.000.000;25000000;30;16;50 - 99;291;292;291;50;53;;;;1718.8757366878801;1910.7579160869607
Germering;0;250.001 - 500.000;275000;56;16;10 - 19;291;290;291;19;21;;;;1552.7146013074798;2051.7503433039424
Marktheidenfeld;0;2.500.001 - 5.000.000;3766150;9;14;20 - 49;291;290;292;30;31;12;12;1;2107.75450048548;2311.348229798886
Stuttgart;0;5.000.001 - 25.000.000;8200000;43;16;20 - 49;291;290;291;24;26;683;665;36;2050.7987354410793;2388.5928776300875
Schleiden;0;;;24;16;20 - 49;291;291;291;26;29;30;30;3;1984.1551809826801;2790.5760392288607
Köln;0;;;42;14;20 - 49;291;290;291;30;30;963;949;48;2201.8666509635996;2450.458888745036
Heidelberg;0;500.001 - 2.500.000;2200000;73;3;10 - 19;291;291;291;10;12;;;;1553.1473399914798;2294.1519260260006
Röthenbach;0;5.000.001 - 25.000.000;9006598;33;14;10 - 19;291;290;290;18;23;174;170;18;1940.70737396508;2676.8041860645153
Wolfsburg;0;500.001 - 2.500.000;2200000;63;20;20 - 49;291;290;291;22;26;47;46;1;2009.30507729868;2969.683279622757
Stadtroda;0;5.000.001 - 25.000.000;7310172;33;14;20 - 49;291;291;291;27;29;56;54;5;1989.15354399228;2411.680691741229
Wesel;0;5.000.001 - 25.000.000;13484537;43;20;20 - 49;291;291;291;39;44;86;84;4;1830.8358660178799;2306.981077241505
Eschwege;0;500.001 - 2.500.000;2500000;40;14;20 - 49;291;291;292;39;41;9;9;1;3249.095468669878;3778.7796460085074
Jarmen;0;5.000.001 - 25.000.000;10100000;39;14;20 - 49;291;290;292;44;44;3;2;1;2062.99964375748;2493.621021458096
Hamburg;0;;;57;4;20 - 49;291;291;291;31;32;1703;1306;638;1797.515372948399;2207.655840892598
Bad Kissingen;0;5.000.001 - 25.000.000;8000000;63;13;10 - 19;291;290;292;15;17;23;22;1;1656.2947032814795;2005.4905116720984
Sennfeld;0;500.001 - 2.500.000;1300000;10;14;10 - 19;291;291;291;15;20;65;65;5;1417.4132555362803;2228.2626153837878
Berlin;0;50.000.001 - 500.000.000;100050666;25;14;20 - 49;291;291;291;45;48;2978;2858;290;1761.0361309919992;1785.2712163319022
Zell;0;5.000.001 - 25.000.000;9700000;42;31;20 - 49;291;290;291;28;29;164;161;8;2079.3106965730794;2831.9371469088956
Adlkofen;0;2.500.001 - 5.000.000;3000000;40;13;10 - 19;291;292;292;19;19;73;72;1;2731.1949569988;3366.3702653976143
Ravensburg;0;2.500.001 - 5.000.000;3336148;27;14;10 - 19;291;291;290;19;23;82;81;2;1978.1431942354802;2243.5452445448427
Königswinter;0;;;21;14;50 - 99;291;292;291;50;52;182;179;19;1997.85076850748;2516.867949361594
Holzminden;0;500.001 - 2.500.000;1550000;40;14;20 - 49;291;291;290;20;22;16;15;3;2542.29891496068;3274.137742845767
München;0;;;59;16;20 - 49;291;290;291;25;28;1693;1643;119;1985.4295221755995;2456.6890371473473
Meckenbeuren;0;2.500.001 - 5.000.000;4200000;21;16;20 - 49;291;290;291;29;32;83;81;5;2107.8675492922803;2368.7212890275405
Garching;0;5.000.001 - 25.000.000;15300000;42;14;20 - 49;291;290;291;44;49;542;525;36;1943.4227846146794;2522.799673043822
Stuttgart;0;5.000.001 - 25.000.000;16354000;69;14;20 - 49;291;291;291;25;30;837;814;57;1941.7699972187995;2279.549009995509
Schönheide;0;2.500.001 - 5.000.000;3500000;41;14;20 - 49;291;290;291;22;23;37;37;0;2001.4057059514798;2370.673176285726
Weissach;0;;;78;4;20 - 49;291;291;290;40;44;113;112;3;2039.8270382914802;3019.1689540069883
Teistungen;0;500.001 - 2.500.000;1021616;15;14;10 - 19;291;291;292;16;21;;;;1544.5750699174796;2024.2423712779803
Duisburg;0;50.000.001 - 500.000.000;92133000;23;14;20 - 49;291;291;290;30;32;;;;1840.57449162708;2599.9133186954573
